id;anzahl_sitze;erstzulassung;farbe;feinstaubplakette;getriebe;hubraum;karosserieform;km;kraftstoff;leistung_ps;marke;modell;preis;schadstoffklasse;tueren
audi-a3-1-4-tfsi-navi-sitzhzg-klimaauto-sportsitze-benzin-schwarz-0e7c01e7-8a90-485f-83d7-7b811490794f;5.0;2009.0;Schwarz;4 (Grün);Schaltgetriebe;1390.0;Limousine;197851.0;Benzin;125.0;Audi;A3;4820.0;Euro 5;4.0
volkswagen-polo-1-2-match-klima-einparkhilfe-benzin-weiss-256dda7d-bc5d-41cd-82bf-711641dfa99c;0.0;2012.0;Weiß;4 (Grün);Schaltgetriebe;1197.0;Limousine;122200.0;Super 95;90.0;Volkswagen;Polo;4890.0;Euro 5;4.0
lancia-ypsilon-1-2-benzin-weiss-d511b77b-7c6e-4acc-b854-858be98182d1;0.0;2011.0;Weiß;4 (Grün);Schaltgetriebe;1242.0;Kleinwagen;61450.0;Super 95;69.0;Lancia;Ypsilon;4890.0;Euro 5;5.0
volkswagen-polo-v-1-4-style-scheckheft-euro-5-benzin-silber-a8824995-f326-44ee-b2ba-8581c35ec2f9;5.0;2011.0;Silber;4 (Grün);Schaltgetriebe;1390.0;Kleinwagen;159755.0;Super 95;86.0;Volkswagen;Polo;4890.0;Euro 5;4.0
jaguar-s-type-2-7-v6-diesel-classic-xenon-leder-shd-diesel-aadd8283-e4dc-4c1a-8d18-a143997a93a8;5.0;2006.0;;4 (Grün);Automatik;2720.0;Limousine;157000.0;Diesel (Rußpartikelfilter);207.0;Jaguar;S-Type;4890.0;Euro 4;4.0
volkswagen-caddy-kasten-kombi-maxi-kombi-klimaanlage-ahk-diesel-weiss-823de15e-8feb-4d5f-8572-c260a0a46844;5.0;2013.0;Weiß;4 (Grün);Schaltgetriebe;1598.0;Van/Kleinbus;233000.0;Diesel (Rußpartikelfilter);102.0;Volkswagen;Caddy;4899.0;Euro 5;4.0
volkswagen-polo-9n-1-4-comfortline-1-hd-orig-12-tkm-benzin-weiss-a1e12d24-520c-43bc-8b38-524dda670f96;5.0;2003.0;Weiß;4 (Grün);Schaltgetriebe;1390.0;Limousine;11650.0;Benzin;101.0;Volkswagen;Polo;4899.0;Euro 4;2.0
bmw-118-da-136cv-pack-m-sport-cuir-navi-pro-led-ja16-pdc-diesel-weiss-52693974-9bfa-4497-9606-efb8d01302ff;5.0;2007.0;Weiß;Keine;Automatik;1995.0;Limousine;317000.0;Diesel;136.0;BMW;118;4900.0;Euro 5;5.0
opel-astra-opc-bi-xenon-navi-recaro-tempomat-benzin-0edd0b9b-e93a-4f4a-b3bc-69e27e53e438;5.0;2009.0;;4 (Grün);Schaltgetriebe;1998.0;Limousine;212000.0;Super Plus 98;241.0;Opel;Astra;4900.0;Keine;3.0
volkswagen-golf-2-0-tdi-rcd-210-klima-sitzheizung-diesel-weiss-587e303b-cb09-4072-9204-18cde39ef537;5.0;2008.0;Weiß;4 (Grün);Schaltgetriebe;1968.0;Limousine;182900.0;Diesel (Rußpartikelfilter);110.0;Volkswagen;Golf;4900.0;Euro 5;2.0
volkswagen-touran-1-9-tdi-freestyle-navi-7-sitzer-alu-diesel-schwarz-c5226d85-2d72-4dd3-9b5e-946b068e8ced;7.0;2009.0;Schwarz;4 (Grün);Schaltgetriebe;1896.0;Kombi;239900.0;Diesel (Rußpartikelfilter);105.0;Volkswagen;Touran;4900.0;Euro 4;4.0
seat-leon-1-4i-benzin-rot-4ce9cc7a-4e05-49eb-b6bd-cbd6239dca34;5.0;2012.0;Rot;Keine;Schaltgetriebe;1390.0;Limousine;176295.0;Benzin;86.0;SEAT;Leon;4900.0;Keine;5.0
mercedes-benz-ml-400-cdi-inspiration-xenon-navi-sd-pdc-leder-diesel-schwarz-05df15ab-97bd-4a83-833c-c64c75ed5d9c;5.0;2004.0;Schwarz;Keine;Automatik;3996.0;SUV/Geländewagen/Pickup;188500.0;Diesel;250.0;Mercedes-Benz;ML 400;4900.0;Keine;4.0
renault-twingo-1-2-authentique-klima-ganzjahresreifen-benzin-schwarz-d959f286-49ec-4a0c-9c88-a82012fd54b3;4.0;2010.0;Schwarz;4 (Grün);Schaltgetriebe;1149.0;Kleinwagen;123600.0;Super 95;58.0;Renault;Twingo;4945.0;Euro 4;3.0
renault-twizy-color-2-sitzer-alu-fluegeltueren-elektro-elektro-weiss-ea7512f6-49cd-4d42-b3b2-2f64917ed170;2.0;2012.0;Weiß;4 (Grün);Automatik;;Kleinwagen;39412.0;Strom;;Renault;Twizy;4945.0;Keine;2.0
smart-fortwo-andere-fourtwo-coupe-micro-hybrid-drive-2-hd-s-hef-benzin-silber-825721bc-ffef-4b5b-a6ff-193cf5d9ba06;2.0;2012.0;Silber;4 (Grün);Automatik;999.0;Kleinwagen;95188.0;Super 95;71.0;smart;forTwo;4950.0;Euro 5;2.0
seat-leon-1-8-signo-shz-leder-memory-2-hd-benzin-6c39e24c-548c-48df-abb1-77a18e4b7ab0;5.0;2000.0;;4 (Grün);Automatik;1781.0;Limousine;77000.0;Super 95;125.0;SEAT;Leon;4950.0;Euro 4;4.0
opel-agila-edition-1-2-klima-elektro-paket-benzin-rot-69c74247-1363-4b77-8335-1c384e3daeea;4.0;2008.0;Rot;4 (Grün);Schaltgetriebe;1235.0;Kleinwagen;73500.0;Super 95;86.0;Opel;Agila;4950.0;Euro 4;4.0
volkswagen-golf-plus-1-4-united-dsg-anhaengerkupplung-benzin-blau-ebf198eb-3bd5-40d7-94cd-fa53955c47ad;0.0;2008.0;Blau;4 (Grün);Automatik;1390.0;Limousine;125000.0;Super 95;122.0;Volkswagen;Golf Plus;4980.0;Euro 4;4.0
ford-fusion-style-1-6-tsi-74-kw-101-ps-schalt-5-gang-f-benzin-silber-53338b7b-dfe7-4328-be53-b7ad2edd5ca4;5.0;2010.0;Silber;4 (Grün);Schaltgetriebe;1596.0;Limousine;134155.0;Super 95;101.0;Ford;Fusion;4980.0;Euro 4;5.0
mitsubishi-lancer-limousine-inform-navi-2-hand-120tkm-benzin-schwarz-91be18be-21e8-4baa-8960-89219b809e51;5.0;2010.0;Schwarz;4 (Grün);Schaltgetriebe;1499.0;Limousine;120000.0;Super 95;109.0;Mitsubishi;Lancer;4980.0;Euro 4;4.0
chevrolet-hhr-2-4-lt-leder-sitzhzg-schiebedach-benzin-blau-28a9833c-6935-4f09-9441-e44cc684a563;5.0;2010.0;Blau;4 (Grün);Schaltgetriebe;2399.0;Van/Kleinbus;76934.0;Super 95;170.0;Chevrolet;HHR;4980.0;Euro 4;5.0
volkswagen-up-1-0-load-up-klima-servo-el-fenster-top-l-benzin-weiss-f3882b1d-7248-4e03-82b9-eeabb1e557b4;2.0;2016.0;Weiß;4 (Grün);Schaltgetriebe;999.0;Kleinwagen;85463.0;Super 95;60.0;Volkswagen;up!;4989.0;Euro 6;5.0
volkswagen-golf-v-plus-goal-pdc-sitzh-klimaaut-radio-cd-benzin-silber-7b35954a-6447-4fca-85c0-5a8bf211354a;0.0;2006.0;Silber;4 (Grün);Schaltgetriebe;1390.0;Limousine;120500.0;Super 95;80.0;Volkswagen;Golf;4990.0;Euro 4;4.0
citroen-c1-2-hand-15-alufelgen-dotz-garantie-1-99-top-benzin-grau-60ed44ee-5107-4b59-9c5f-5bed28e980c6;4.0;2012.0;Grau;4 (Grün);Schaltgetriebe;998.0;Kleinwagen;29891.0;Super 95;68.0;Citroen;C1;4990.0;Euro 5;5.0
opel-corsa-1-2-selection-3t-klima-alu-black-zv-cd30-benzin-weiss-8b35a035-7b64-48f4-9b55-be096cfc0f19;5.0;2014.0;Weiß;4 (Grün);Schaltgetriebe;1229.0;Kleinwagen;95600.0;Super 95;69.0;Opel;Corsa;4990.0;Euro 5;2.0
toyota-yaris-cool-edition-ksp9-scp9-nlp9-benzin-silber-ffd42f7f-f571-406d-a97f-125c1ffc0ed3;5.0;2011.0;Silber;Keine;Schaltgetriebe;998.0;Limousine;113000.0;Super E10 95;69.0;Toyota;Yaris;4990.0;Euro 5;5.0
bmw-116-85-kw-klima-zv-bc-shz-efh-perf-sitze-benzin-blau-f1ebf209-b82c-4fa2-9a82-44127fc3476e;5.0;2006.0;Blau;4 (Grün);Schaltgetriebe;1596.0;Limousine;55954.0;Super 95 / Normal/Benzin 91;116.0;BMW;116;4990.0;Euro 4;4.0
audi-a4-2-0-automatik-xenon-klimaautomatik-tuev-neu-benzin-silber-8c1cc337-ac06-48d1-9ba8-b4dce706a30b;5.0;2002.0;Silber;4 (Grün);Automatik;1984.0;Limousine;137499.0;Super 95;131.0;Audi;A4;4990.0;Euro 4;4.0
bmw-330-ci-xenon-sportsitze-klima-pdc-sportfahrwerk-benzin-blau-3e1305cd-ead0-4e14-81e5-8345affdcaf1;5.0;2002.0;Blau;4 (Grün);Schaltgetriebe;2979.0;Coupé;292000.0;Super 95;231.0;BMW;330;4990.0;Euro 4;2.0
fiat-500-1-2-lounge-klima-glasdach-benzin-weiss-f1f56184-11c2-4074-829f-c272582e571c;4.0;2009.0;Weiß;4 (Grün);Schaltgetriebe;1242.0;Limousine;84000.0;Super 95;69.0;Fiat;500;4990.0;Euro 5;3.0
mitsubishi-colt-1-3i-pure-s-22-397-km-garantie-12-mois-benzin-blau-5977d6cc-3b40-40b0-828e-9b6e18debea3;5.0;2010.0;Blau;Keine;Schaltgetriebe;1332.0;Limousine;22397.0;Benzin;95.0;Mitsubishi;Colt;4990.0;Keine;5.0
skoda-roomster-63-kw-86-ps-schalt-5-gang-fron-benzin-blau-a31f5b3f-56a3-4d52-8724-804149b4f54c;0.0;2011.0;Blau;4 (Grün);Schaltgetriebe;1390.0;Limousine;114689.0;Super 95;86.0;Skoda;Roomster;4990.0;Euro 5;4.0
fiat-punto-pop-erdgas-cng-mwst-2-hand-erdgas-cng-blau-2e48d67a-df16-4511-8f18-f50d97515a89;5.0;2012.0;Blau;4 (Grün);Schaltgetriebe;1368.0;Kleinwagen;76200.0;Biogas/Bio-Erdgas;77.0;Fiat;Punto;4990.0;Euro 5;4.0
bmw-520-d-touring-gps-leder-airco-diesel-schwarz-877c3bed-1c03-404b-abdb-bc8f25ced1dd;5.0;2008.0;Schwarz;Keine;Automatik;1995.0;Kombi;234783.0;Diesel;150.0;BMW;520;4990.0;Euro 4;5.0
nissan-micra-c-c-1-4-el-verdeck-zv-mit-fb-hu-au-neu-benzin-schwarz-f3cb86fa-b2d4-44aa-b026-6a5a9c6d292d;4.0;2007.0;Schwarz;4 (Grün);Schaltgetriebe;1386.0;Cabrio;133100.0;Super 95;88.0;Nissan;Micra;4990.0;Euro 4;2.0
ford-ka-ka-1-2l-trend-start-stopp-system-cd-player-benzin-gelb-6ffe6542-abf5-4146-a0df-9747aef945b0;4.0;2013.0;Gelb;4 (Grün);Schaltgetriebe;1242.0;Limousine;56170.0;Super 95;69.0;Ford;Ka/Ka+;4990.0;Euro 4;3.0
volkswagen-t2-bulli-t2-pritsche-fuer-bastler-benzin-fbf843fa-85e3-431a-921e-5a68bba58f7d;0.0;1975.0;;Keine;;;;9999999.0;Super 95;;Volkswagen;T2;4990.0;Keine;0.0
toyota-rav-4-2-0i-vvt-i-4x4-executive-lederahknavi-benzin-silber-b8de6268-3b85-4b15-955a-57e63998b96d;5.0;2004.0;Silber;4 (Grün);Schaltgetriebe;1998.0;SUV/Geländewagen/Pickup;211958.0;Super 95;150.0;Toyota;RAV 4;4990.0;Euro 4;4.0
ford-focus-turnier-concept-1-6-klima-radio-cd-diesel-blau-f4fa7d25-35ba-4d50-98f6-671b97829a49;5.0;2010.0;Blau;4 (Grün);Schaltgetriebe;1560.0;Kombi;138000.0;Diesel (Rußpartikelfilter);90.0;Ford;Focus;4990.0;Euro 5;4.0
alfa-romeo-145-1-4i-16v-ts-xxx-1er-proprietaire-xxx-benzin-silber-70bd3f1c-572b-461b-8a27-3682e1df0f3b;5.0;1998.0;Silber;Keine;Schaltgetriebe;1370.0;Limousine;43000.0;Benzin;103.0;Alfa Romeo;145;4990.0;Keine;3.0
bmw-520-i-1-hand-xenon-klimaautomatik-shz-benzin-silber-75c1c131-32fd-4138-afd5-4b99a30ef0ad;5.0;2003.0;Silber;4 (Grün);Automatik;2171.0;Limousine;117000.0;Super 95;170.0;BMW;520;4999.0;Euro 4;4.0
skoda-octavia-combi-ambiente-4x4-1-9-tdi-1-hd-tuev-neu-diesel-gruen-c70a96d9-33db-4c5e-a707-9ab0379f2984;5.0;2008.0;Grün;4 (Grün);Schaltgetriebe;1896.0;Kombi;150000.0;Diesel (Rußpartikelfilter);105.0;Skoda;Octavia;4999.0;Euro 4;4.0
dacia-sandero-stepway-1-5-dci-90-prestige-diesel-blau-c7e5f92a-ab85-4ffb-bbb6-813a7db0c1c4;5.0;2012.0;Blau;4 (Grün);Schaltgetriebe;1461.0;Limousine;134300.0;Diesel (Rußpartikelfilter);90.0;Dacia;Sandero;4999.0;Euro 5;5.0
bmw-535-d-3-0-272-ps-automatik-navi-xenon-el-sitze-diesel-schwarz-3168c704-6cb5-4b33-bb99-e4cc4543f556;5.0;2005.0;Schwarz;4 (Grün);Automatik;2993.0;Limousine;198536.0;Diesel (Rußpartikelfilter);272.0;BMW;535;4999.0;Euro 4;4.0
bmw-118-118d-m-pakket-gps-1-jaar-garantie-diesel-blau-efbacc90-4ef7-4fe3-992a-8babb23efc61;5.0;2006.0;Blau;Keine;Schaltgetriebe;1995.0;Limousine;225000.0;Diesel;122.0;BMW;118;4999.0;Euro 4;5.0
mercedes-benz-190-e-2-0-automatik-holzlenkrad-chromfelgen-tuev-benzin-blau-4365a336-6118-4484-b228-174a7c0a341b;5.0;1991.0;Blau;Keine;Automatik;1996.0;Limousine;160000.0;Benzin;122.0;Mercedes-Benz;190;4999.0;Keine;4.0
bmw-x3-3-0d-1hand-klimaauto-tempo-ahk-diesel-blau-3fcf475f-b471-46d7-8108-a056a6d9fc74;5.0;2005.0;Blau;Keine;Schaltgetriebe;2993.0;SUV/Geländewagen/Pickup;320000.0;Diesel;204.0;BMW;X3;4999.0;Keine;4.0
opel-corsa-d-1-7-cdti-125ps-opc-line-sport-1-hand-shz-diesel-schwarz-a515d6dc-5d9a-4358-8a65-be5d02326511;5.0;2009.0;Schwarz;4 (Grün);Schaltgetriebe;1686.0;Kleinwagen;137356.0;Diesel (Rußpartikelfilter);125.0;Opel;Corsa;4999.0;Euro 4;4.0
hyundai-i30-1-4-classic-aus-1-hand-klima-garantie-benzin-silber-b8378040-0746-4315-b9a4-eb1e0d5f11bb;5.0;2012.0;Silber;4 (Grün);Schaltgetriebe;1396.0;Limousine;113000.0;Benzin;109.0;Hyundai;i30;4999.0;Euro 5;4.0
volkswagen-t4-california-aufstelldach-gern-finanzierung-diesel-weiss-70accba6-f1be-4499-984f-0f2fa32b8322;5.0;1994.0;Weiß;Keine;Automatik;2370.0;Van/Kleinbus;344000.0;Diesel;77.0;Volkswagen;T4 California;4999.0;Keine;4.0
renault-kangoo-rapid-1-5-dci-1-hand-sitzheizung-scheckheft-diesel-rot-0760ed9d-b905-419c-9764-e96d9e839688;2.0;2010.0;Rot;4 (Grün);Schaltgetriebe;1461.0;Transporter;73700.0;Diesel;86.0;Renault;Kangoo;4999.0;Euro 4;4.0
opel-insignia-sports-tourer-1-8-edition-gern-finanzierung-benzin-rot-b4291ce7-c808-48b8-b535-76b9650f4f76;5.0;2009.0;Rot;4 (Grün);Schaltgetriebe;1796.0;Kombi;122000.0;Super 95;140.0;Opel;Insignia;4999.0;Euro 5;5.0
nissan-primastar-diesel-euro-3-export-3800-diesel-grau-8cb91d5c-eb31-473f-b316-376581e6a62d;0.0;2006.0;Grau;Keine;Schaltgetriebe;1870.0;Transporter;146101.0;Diesel;101.0;Nissan;Primastar;4999.0;Euro 3;5.0
ford-transit-courier-trend-klimaanlage-trennwand-usb-diesel-silber-76b1677f-bc64-4db6-801f-6719a78c1021;2.0;2016.0;Silber;Keine;Schaltgetriebe;1499.0;Van/Kleinbus;274000.0;Diesel (Rußpartikelfilter);75.0;Ford;Transit Courier;4999.0;Euro 6;4.0
peugeot-207-75-tendance-erst-58-000km-benzin-grau-aab6a490-4ae9-4976-b4fd-6b3ceed90af6;5.0;2011.0;Grau;4 (Grün);Schaltgetriebe;1360.0;Transporter;58000.0;Benzin;73.0;Peugeot;207;4999.0;Euro 5;3.0
mazda-3-lim-1-6-cd-sport-active-1-hand-xenon-klimaauto-diesel-blau-f6a60531-0251-470b-a04e-6435da0d6c9f;5.0;2009.0;Blau;Keine;Schaltgetriebe;1560.0;Limousine;79000.0;Diesel (Rußpartikelfilter);109.0;Mazda;3;4999.0;Euro 4;4.0
mercedes-benz-c-200-cdi-controle-tech-ok-310mkm-gps-to-diesel-silber-4adef1cb-ead9-4a6d-92c5-706d87e47f53;5.0;2010.0;Silber;Keine;Schaltgetriebe;2148.0;Kombi;309585.0;Diesel;136.0;Mercedes-Benz;C 200;5000.0;Euro 5;5.0
renault-megane-break-1-5dci-110cv-energy-tomtom-edition-4133-diesel-schwarz-18d6b9ba-e43a-4b4c-8885-1813fb91311c;5.0;2013.0;Schwarz;Keine;Schaltgetriebe;1461.0;Kombi;241880.0;Diesel (Rußpartikelfilter);110.0;Renault;Megane;5000.0;Euro 5;5.0
volkswagen-polo-goal-iv-9n3-automatik-benzin-blau-52b7a8a6-da0d-4579-80c9-f3c141f8bdca;5.0;2006.0;Blau;4 (Grün);Automatik;1390.0;Limousine;85700.0;Super 95;75.0;Volkswagen;Polo;5100.0;Euro 4;5.0
mitsubishi-space-star-diamant-edition-benzin-rot-1dac7e24-9dde-46ce-abb1-fef19ba0930b;5.0;2015.0;Rot;4 (Grün);Schaltgetriebe;999.0;Limousine;70000.0;Super 95;71.0;Mitsubishi;Space Star;5150.0;Euro 5;5.0
volkswagen-caddy-kasten-kombi-maxi-kombi-1-hand-klima-diesel-weiss-bdaf6767-a1a0-4e91-b0f9-7c21779e7414;5.0;2012.0;Weiß;4 (Grün);Schaltgetriebe;1598.0;Van/Kleinbus;289000.0;Diesel (Rußpartikelfilter);102.0;Volkswagen;Caddy;5199.0;Euro 5;4.0
toyota-yaris-1-0-vvt-i-life-klima-radio-benzin-rot-3a5eb37f-0ee2-400b-b7d1-772b30121a12;5.0;2010.0;Rot;4 (Grün);Schaltgetriebe;998.0;Limousine;94200.0;Super 95;69.0;Toyota;Yaris;5200.0;Euro 4;5.0
ford-transit-kasten-lkw-mittelhoch-klima-ahk-diesel-silber-6b1ff66b-bb70-490e-8fc1-d61a6ed5e8e7;0.0;2008.0;Silber;4 (Grün);Schaltgetriebe;;Transporter;228900.0;Diesel;140.0;Ford;Transit;5280.0;Euro 3;0.0
opel-astra-1-7-cdti-dpf-klima-scheckheft-shz-diesel-braun-a13f635b-1fa2-4501-a5a4-71085d466995;5.0;2011.0;Braun;4 (Grün);Schaltgetriebe;1686.0;Limousine;150000.0;Diesel (Rußpartikelfilter);131.0;Opel;Astra;5350.0;Euro 5;4.0
renault-twizy-color-elektro-schwarz-91d770b7-95aa-4389-833b-f639fc47f33a;2.0;2012.0;Schwarz;4 (Grün);Automatik;;Kleinwagen;38900.0;Strom;11.0;Renault;Twizy;5350.0;Keine;3.0
hyundai-i10-classic-1-0-rdc-klima-cd-aux-usb-mp3-esp-seitenair-benzin-grau-43223d0b-54a4-4025-b48f-97d3201380da;5.0;2015.0;Grau;4 (Grün);Schaltgetriebe;998.0;Kleinwagen;94000.0;Super 95;67.0;Hyundai;i10;5370.0;Euro 5;5.0
audi-a3-automatik-klima-alu-einparkhilfe-allwetter-benzin-rot-4db6a57b-ba95-423d-881c-5e91db014107;5.0;2004.0;Rot;4 (Grün);Automatik;1595.0;Limousine;148200.0;Super 95;102.0;Audi;A3;5380.0;Euro 4;3.0
ford-s-max-2-0-tdci-aut-trend-ahk-pps-winterpaket-diesel-silber-ad981a7d-91d4-48df-aefe-064049b7c4ea;5.0;2011.0;Silber;4 (Grün);Automatik;1997.0;Van/Kleinbus;238790.0;Diesel;140.0;Ford;S-Max;5440.0;Euro 5;5.0
volkswagen-up-1-0-move-up-cool-sound-klimaanlage-benzin-blau-417504b8-569b-4eb0-b242-f246bc1529aa;4.0;2014.0;Blau;4 (Grün);Schaltgetriebe;999.0;Kleinwagen;64318.0;Super 95 / Normal/Benzin 91;60.0;Volkswagen;up!;5444.0;Euro 5;3.0
renault-twingo-1-2-liberty-75ps-faltschiebedach-benzin-rot-856164ed-8b05-4490-88ab-a5b952adb947;4.0;2012.0;Rot;4 (Grün);Schaltgetriebe;1149.0;Kleinwagen;42300.0;Super 95;75.0;Renault;Twingo;5445.0;Euro 5;5.0
fiat-panda-0-9-twinair-start-stopp-lounge-klima-alu-benzin-rot-c12dc4ee-fc95-406c-8c8e-4c9fe6e707b8;4.0;2013.0;Rot;4 (Grün);Schaltgetriebe;875.0;Kombi;80152.0;Super 95;86.0;Fiat;Panda;5450.0;Euro 5;5.0
dacia-logan-mcv-laureate-dci-90-klima-diesel-weiss-8b3675c7-ba4b-4b4d-a337-464ea3fa05ab;5.0;2014.0;Weiß;4 (Grün);Schaltgetriebe;1461.0;Kombi;144900.0;Diesel;90.0;Dacia;Logan;5450.0;Euro 5;5.0
ford-transit-ft-grossraumkasten-lang-350-el-ahk-esp-diesel-weiss-59205a2f-6049-4897-8ea5-e8bf4770859b;3.0;2009.0;Weiß;Keine;Schaltgetriebe;2402.0;Transporter;243359.0;Diesel;116.0;Ford;Transit;5470.0;Keine;4.0
skoda-citigo-1-0-mpi-elegance-zv-pdc-klima-benzin-schwarz-0922d8c0-f6bc-466a-a2af-f592142222cc;4.0;2012.0;Schwarz;4 (Grün);Schaltgetriebe;999.0;Kleinwagen;37748.0;Super 95;75.0;Skoda;Citigo;5480.0;Euro 5;3.0
opel-meriva-b-1-4-innovation-lenkradhz-sitzh-pdc-benzin-silber-8766c798-bbce-47ee-a9a7-e38d01538d47;5.0;2010.0;Silber;4 (Grün);Schaltgetriebe;1398.0;Van/Kleinbus;104000.0;Super 95 / Normal/Benzin 91;101.0;Opel;Meriva;5480.0;Euro 5;5.0
toyota-rav-4-executive-allwetter-tuev-asu-neu-diesel-blau-b11f8cfc-c90d-4ee0-a0a1-ee9d93a3fe72;5.0;2006.0;Blau;4 (Grün);Schaltgetriebe;2231.0;SUV/Geländewagen/Pickup;142000.0;Diesel;177.0;Toyota;RAV 4;5480.0;Euro 4;4.0
skoda-citigo-1-0-3-tr-cool-edition-klima-benzin-weiss-cb26d368-31a4-43bb-b90f-7db5562363e2;1.0;2016.0;Weiß;4 (Grün);Schaltgetriebe;999.0;Kleinwagen;93600.0;Super 95;60.0;Skoda;Citigo;5489.0;Euro 6;3.0
skoda-citigo-1-0-mpi-cool-edition-klima-isofix-dab-benzin-weiss-9af6bb8c-44ff-4b3d-aade-ac4f9ce17a21;4.0;2016.0;Weiß;4 (Grün);Schaltgetriebe;999.0;Kleinwagen;86500.0;Super 95;60.0;Skoda;Citigo;5489.0;Euro 6;3.0
opel-agila-b-1-0-edition-klima-allwetter-garantie-cd-benzin-rot-016efc31-5be0-44ba-9ed7-7a666ebc062f;5.0;2014.0;Rot;4 (Grün);Schaltgetriebe;996.0;Kleinwagen;91502.0;Super 95;68.0;Opel;Agila;5489.0;Keine;4.0
skoda-fabia-1-2-active-klima-benzin-rot-d8d6b059-2fa0-45f1-b7a0-994f8933bb82;5.0;2012.0;Rot;4 (Grün);Schaltgetriebe;1198.0;Limousine;42000.0;Super 95 / Normal/Benzin 91;60.0;Skoda;Fabia;5490.0;Euro 5;5.0
seat-altea-2-0-tdi-dsg-xl-stylance-8-fach-bereift-diesel-grau-6e0a232e-ee78-425f-b2e3-42927c8ce767;5.0;2012.0;Grau;4 (Grün);Automatik;1968.0;Van/Kleinbus;200910.0;Diesel (Rußpartikelfilter);140.0;SEAT;Altea;5490.0;Euro 5;5.0
opel-corsa-b-1-4l-automatikgetriebe-ahzv-glasdach-benzin-gruen-1b83625b-a384-48b6-b5dc-0147cf544f6b;5.0;1997.0;Grün;1 (Keine);Automatik;1389.0;Limousine;79990.0;Super 95;60.0;Opel;Corsa;490.0;Keine;3.0
mercedes-benz-a-170-cdi-elegance-vendu-dans-l-etat-diesel-grau-61dad7cb-51d6-437d-8c70-ec228c46f058;5.0;1999.0;Grau;Keine;Schaltgetriebe;1689.0;Van/Kleinbus;281973.0;Diesel;90.0;Mercedes-Benz;A 170;690.0;Keine;5.0
opel-vectra-1-6-sd-el-fensterheber-tuev-12-2021-benzin-rot-414cff87-ff23-41c9-98f3-6abf17fbcf34;5.0;1996.0;Rot;4 (Grün);Schaltgetriebe;1598.0;Limousine;143000.0;Benzin;75.0;Opel;Vectra;750.0;Euro 2;4.0
peugeot-206-75-platinum-guter-zustand-tuev-neu-benzin-silber-f2be6a8a-d6f2-d11c-e053-e250040ae61e;5.0;2003.0;Silber;4 (Grün);Schaltgetriebe;1360.0;Limousine;180000.0;Normal/Benzin 91;92.0;Peugeot;206;1200.0;Euro 4;3.0
ford-fusion-1-4-16-v-viva-x-lpg-gas-getriebefehler-fahrtauglic-benzin-blau-944f1686-3ce5-405a-846a-2577c6e5dc7c;5.0;2006.0;Blau;4 (Grün);Automatik;1388.0;Limousine;166000.0;Super E10 95 / Erdgas H;80.0;Ford;Fusion;1250.0;Euro 4;5.0
toyota-yaris-1-4-turbo-d4d-avec-ct-immat-1890-diesel-grau-de6ccbd8-de26-4134-ad75-a290e027fcd3;5.0;2002.0;Grau;Keine;Schaltgetriebe;1364.0;Van/Kleinbus;243000.0;Diesel;75.0;Toyota;Yaris;1290.0;Euro 3;5.0
skoda-fabia-combi-1-4-16v-ambiente-benzin-blau-445676b9-a75d-44bf-a26f-716091e0fb50;5.0;2008.0;Blau;4 (Grün);Schaltgetriebe;1390.0;Kombi;200000.0;Super 95;80.0;Skoda;Fabia;1299.0;Euro 4;5.0
nissan-almera-acenta-plus-1-5-festpreis-tuev-bis-oktober-benzin-blau-5b9dd40a-6ca7-4082-b957-80afd3d9b604;5.0;2005.0;Blau;4 (Grün);Schaltgetriebe;1497.0;Limousine;193000.0;Super 95;98.0;Nissan;Almera;1300.0;Euro 4;5.0
opel-vectra-c-2-2-caravan-edition-navi-klima-alu-benzin-silber-360bb1da-7d3a-4060-9578-d33fb999c893;5.0;2005.0;Silber;4 (Grün);Schaltgetriebe;2198.0;Kombi;193000.0;Super 95;155.0;Opel;Vectra;1390.0;Euro 4;4.0
opel-corsa-b-tuev-schiebedach-radio-servolenkung-benzin-rot-50cdd7df-7838-474c-b603-e917e2dd0323;0.0;2001.0;Rot;Keine;Schaltgetriebe;973.0;Kleinwagen;163799.0;Super 95;54.0;Opel;Corsa;1469.0;Keine;3.0
peugeot-partner-1-6-hdi-vendu-dans-l-etat-diesel-rot-c6afe654-c304-43fd-9f5d-348fd4d0336d;5.0;2007.0;Rot;Keine;Schaltgetriebe;1560.0;Van/Kleinbus;254627.0;Diesel;90.0;Peugeot;Partner;1490.0;Euro 4;5.0
chrysler-voyager-2-8-crd-automatik-tuev-9-2021-zahnriemen-neu-diesel-schwarz-cf59699d-84fe-481f-b003-95f98d439774;6.0;2006.0;Schwarz;2 (Rot);Automatik;2776.0;Kombi;98500.0;Diesel;150.0;Chrysler;Voyager;1500.0;Euro 2;5.0
volkswagen-golf-variant-1-4-comfortline-guter-zustand-tuev-neu-benzin-silber-145998a4-dbd1-9770-e053-0100007fba90;5.0;2000.0;Silber;4 (Grün);Schaltgetriebe;1390.0;Kombi;195000.0;Benzin;75.0;Volkswagen;Golf Variant;1500.0;Euro 4;5.0
